Beta,0.0,34.0,68.0,102.0,136.0,170.0,204.0,238.0,272.0,306.0,340.0
90,-151.53,-151.53,-151.53,-151.52,-151.52,-151.52,-151.52,-151.53,-151.53,-151.53,-151.53
95,-151.02,-151.28,-153.88,-156.6,-159.42,-161.82,-163.32,-164.17,-164.7,-165.04,-165.23
100,-148.39,-148.9,-154.04,-159.39,-164.95,-169.68,-172.62,-174.31,-175.34,-176.02,-176.39
105,-143.63,-144.38,-151.89,-159.71,-167.83,-174.75,-179.05,-181.52,-183.02,-184.01,-184.56
110,-136.75,-137.71,-147.37,-157.42,-167.86,-176.75,-182.28,-185.46,-187.39,-188.66,-189.36
115,-127.82,-128.97,-140.47,-152.45,-164.9,-175.5,-182.09,-185.87,-188.17,-189.69,-190.52
120,-116.96,-118.25,-131.26,-144.8,-158.87,-170.85,-178.3,-182.58,-185.18,-186.89,-187.84
125,-104.31,-105.72,-119.83,-134.53,-149.8,-162.79,-170.88,-175.51,-178.33,-180.2,-181.22
130,-90.09,-91.56,-106.35,-121.75,-137.76,-151.38,-159.85,-164.71,-167.66,-169.62,-170.69
135,-74.52,-76.01,-91.04,-106.67,-122.93,-136.76,-145.36,-150.29,-153.29,-155.28,-156.37
140,-57.87,-59.34,-74.14,-89.54,-105.54,-119.16,-127.63,-132.49,-135.45,-137.4,-138.47
145,-40.43,-41.84,-55.95,-70.65,-85.92,-98.92,-107.0,-111.63,-114.45,-116.32,-117.34
150,-22.51,-23.8,-36.81,-50.36,-64.43,-76.41,-83.86,-88.13,-90.73,-92.44,-93.39
155,-4.41,-5.56,-17.07,-29.05,-41.5,-52.09,-58.68,-62.46,-64.75,-66.27,-67.11
160,13.54,12.58,2.92,-7.13,-17.58,-26.47,-32.0,-35.17,-37.09,-38.37,-39.07
165,31.04,30.29,22.78,14.96,6.83,-0.08,-4.38,-6.85,-8.35,-9.34,-9.88
170,47.79,47.27,42.14,36.79,31.23,26.5,23.56,21.87,20.85,20.17,19.8
175,63.51,63.25,60.64,57.93,55.1,52.7,51.21,50.36,49.84,49.49,49.3
180,77.97,77.97,77.97,77.97,77.97,77.97,77.97,77.97,77.97,77.97,77.97
