Beta,0.0,34.0,68.0,102.0,136.0,170.0,204.0,238.0,272.0,306.0,340.0
90,0.1424,0.1431,0.1371,0.1316,0.1276,0.1237,0.1184,0.112,0.1052,0.0989,0.0933
95,0.1424,0.143,0.1365,0.131,0.1269,0.1226,0.1167,0.1098,0.1028,0.0964,0.0909
100,0.1424,0.1429,0.136,0.1305,0.1263,0.1216,0.1152,0.108,0.1008,0.0945,0.089
105,0.1424,0.1428,0.1357,0.1301,0.1259,0.1208,0.114,0.1065,0.0993,0.0931,0.0876
110,0.1424,0.1427,0.1354,0.1298,0.1255,0.1202,0.1132,0.1055,0.0983,0.0921,0.0866
115,0.1424,0.1427,0.1352,0.1297,0.1253,0.1198,0.1127,0.1049,0.0977,0.0915,0.0861
120,0.1424,0.1427,0.1352,0.1296,0.1252,0.1197,0.1125,0.1047,0.0975,0.0913,0.0859
125,0.1424,0.1427,0.1352,0.1297,0.1253,0.1198,0.1127,0.1049,0.0977,0.0915,0.0861
130,0.1424,0.1427,0.1354,0.1298,0.1255,0.1202,0.1132,0.1055,0.0983,0.0921,0.0866
135,0.1424,0.1428,0.1357,0.1301,0.1259,0.1208,0.114,0.1065,0.0993,0.0931,0.0876
140,0.1424,0.1429,0.136,0.1305,0.1263,0.1216,0.1152,0.108,0.1008,0.0945,0.089
145,0.1424,0.143,0.1365,0.131,0.1269,0.1226,0.1167,0.1098,0.1028,0.0964,0.0909
150,0.1424,0.1431,0.1371,0.1316,0.1276,0.1237,0.1184,0.112,0.1052,0.0989,0.0933
155,0.1424,0.143,0.1365,0.131,0.1269,0.1226,0.1167,0.1098,0.1028,0.0964,0.0909
160,0.1424,0.1429,0.136,0.1305,0.1263,0.1216,0.1152,0.108,0.1008,0.0945,0.089
165,0.1424,0.1428,0.1357,0.1301,0.1259,0.1208,0.114,0.1065,0.0993,0.0931,0.0876
170,0.1424,0.1427,0.1354,0.1298,0.1255,0.1202,0.1132,0.1055,0.0983,0.0921,0.0866
175,0.1424,0.1427,0.1352,0.1297,0.1253,0.1198,0.1127,0.1049,0.0977,0.0915,0.0861
180,0.1424,0.1427,0.1352,0.1296,0.1252,0.1197,0.1125,0.1047,0.0975,0.0913,0.0859
