Theta_Elec_deg,Theta_Mech_deg,Theta_Elec_rad,Ia,Lambda_a,Lambda_b,Lambda_c,Laa,Lab,Lac
0.0,0.0,0.0,100.0,0.2349514485694006,-0.05972212924519923,-0.05972420631604972,0.002349514485694006,-0.0005972212924519923,-0.0005972420631604972
10.0,2.5,0.17453292519943295,100.0,0.2404661553532397,-0.09021609353971105,-0.03482667922557967,0.002404661553532397,-0.0009021609353971105,-0.00034826679225579674
20.0,5.0,0.3490658503988659,100.0,0.2564604038396831,-0.1224503446622735,-0.01818286757344446,0.002564604038396831,-0.001224503446622735,-0.00018182867573444462
29.999999999999996,7.499999999999999,0.5235987755982988,100.0,0.2786093849981381,-0.1519590009666626,-0.012894618630605,0.0027860938499813808,-0.001519590009666626,-0.00012894618630605
40.0,10.0,0.6981317007977318,100.0,0.307292607829349,-0.1756946415711507,-0.02193345960907247,0.00307292607829349,-0.001756946415711507,-0.0002193345960907247
50.0,12.5,0.8726646259971648,100.0,0.3413549855627909,-0.1911637961848062,-0.04482480260889712,0.0034135498556279093,-0.001911637961848062,-0.00044824802608897115
59.99999999999999,14.999999999999998,1.0471975511965976,100.0,0.3710952813769226,-0.1953988170775156,-0.07453001001338377,0.003710952813769226,-0.001953988170775156,-0.0007453001001338377
70.0,17.5,1.2217304763960306,100.0,0.3955797309648882,-0.1887407007253751,-0.107075461349664,0.003955797309648882,-0.001887407007253751,-0.00107075461349664
80.0,20.0,1.3962634015954636,100.0,0.4143526890103342,-0.1740451850050849,-0.1369244996316668,0.0041435268901033415,-0.001740451850050849,-0.001369244996316668
90.0,22.5,1.5707963267948966,100.0,0.4189484660235724,-0.1571049569555388,-0.1571403670792559,0.004189484660235724,-0.001571049569555388,-0.0015714036707925592
100.0,25.0,1.7453292519943295,100.0,0.4143519360634186,-0.1369249572352566,-0.1740403359045124,0.004143519360634186,-0.001369249572352566,-0.001740403359045124
110.0,27.5,1.9198621771937625,100.0,0.395591654537467,-0.1070716082180843,-0.1887562832397415,0.003955916545374669,-0.001070716082180843,-0.001887562832397415
119.99999999999999,29.999999999999996,2.0943951023931953,100.0,0.371121630061832,-0.0745032475617081,-0.1954142394277511,0.00371121630061832,-0.0007450324756170811,-0.001954142394277511
130.0,32.5,2.2689280275926285,100.0,0.3414034670871048,-0.04482113258855404,-0.1911865315027336,0.0034140346708710478,-0.0004482113258855404,-0.001911865315027336
140.0,35.0,2.443460952792061,100.0,0.3073466324193001,-0.02193224201488812,-0.1757111629301109,0.003073466324193001,-0.0002193224201488812,-0.001757111629301109
150.0,37.5,2.6179938779914944,100.0,0.2786370136562041,-0.01288638460894398,-0.1519703333785987,0.002786370136562041,-0.0001288638460894398,-0.001519703333785987
160.0,40.0,2.792526803190927,100.0,0.2564749138732551,-0.01816510349855359,-0.1224830566307538,0.002564749138732551,-0.00018165103498553588,-0.001224830566307538
170.0,42.5,2.9670597283903604,100.0,0.2404256505349411,-0.03482233187651553,-0.0902056018205493,0.002404256505349411,-0.0003482233187651553,-0.000902056018205493
180.0,45.0,3.141592653589793,100.0,0.2349487635262526,-0.05972013508136547,-0.05972309182705117,0.002349487635262526,-0.0005972013508136547,-0.0005972309182705117
