Beta,0.0,34.0,68.0,102.0,136.0,170.0,204.0,238.0,272.0,306.0,340.0
90.0,0.01,44.06,87.63,125.56,153.64,175.31,192.73,206.96,219.45,230.71,241.18
95.0,0.01,43.91,87.33,125.65,154.18,176.12,193.45,207.74,220.36,231.76,242.37
100.0,0.01,43.42,86.37,124.85,153.84,176.01,193.27,207.62,220.4,231.96,242.7
105.0,0.01,42.6,84.74,123.1,152.57,174.96,192.19,206.57,219.5,231.22,242.09
110.0,0.01,41.45,82.48,120.32,150.31,172.96,190.19,204.56,217.56,229.48,240.46
115.0,0.01,39.97,79.58,116.47,146.96,169.95,187.28,201.6,214.57,226.62,237.73
120.0,0.01,38.19,76.08,111.61,142.34,165.81,183.39,197.66,210.52,222.53,233.77
125.0,0.01,36.12,72.0,105.8,136.18,160.3,178.37,192.65,205.34,217.18,228.38
130.0,0.01,33.77,67.37,99.14,128.4,153.02,171.89,186.36,198.93,210.51,221.48
135.0,0.01,31.15,62.22,91.7,119.23,143.57,163.31,178.31,190.92,202.3,212.95
140.0,0.01,28.31,56.59,83.52,108.87,132.13,151.93,167.59,180.58,192.0,202.47
145.0,0.01,25.25,50.51,74.67,97.51,118.96,138.17,153.94,166.77,178.17,188.69
150.0,0.01,22.0,44.04,65.2,85.26,104.35,122.12,137.77,150.34,161.0,170.67
155.0,0.01,18.59,37.23,55.19,72.26,88.6,104.16,118.62,131.34,141.72,150.64
160.0,0.01,15.04,30.12,44.72,58.63,71.96,84.89,97.29,108.84,119.05,127.64
165.0,0.01,11.38,22.77,33.88,44.48,54.73,64.7,74.35,83.62,92.36,100.21
170.0,0.01,7.63,15.27,22.74,29.94,36.98,43.77,50.34,56.71,62.86,68.72
175.0,0.01,3.84,7.67,11.42,15.08,18.73,22.22,25.53,28.73,31.83,34.85
180.0,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03
